SectionSource;SectionTarget;Session;Source;Student;Target
1d7d5a6b311445069d3cfc4dd0821b98;;e2fcf664a2f87b22fd2d69fb2d078c31;Video;e180;Other
;1d7d5a6b311445069d3cfc4dd0821b98;e2fcf664a2f87b22fd2d69fb2d078c31;Other;e180;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e2fcf664a2f87b22fd2d69fb2d078c31;Video;e180;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;5f59f454da95cf626bd3538e908fcde0;Signin;e180;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;5f59f454da95cf626bd3538e908fcde0;Quiz;e180;Other
;1d7d5a6b311445069d3cfc4dd0821b98;a63adba06b7e9879d2602a835d45e4ba;Other;e186;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;a63adba06b7e9879d2602a835d45e4ba;Video;e186;Video
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;a63adba06b7e9879d2602a835d45e4ba;Video;e186;Other
df13b37d70964faf88cfb44b7a36ac55;1d7d5a6b311445069d3cfc4dd0821b98;508808580836f04d0a26f2df6ca78297;Other;e186;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;508808580836f04d0a26f2df6ca78297;Quiz;e186;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;82c287d90ec3569d6a753ab7bfb28aa4;Other;e187;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;6cafdd0f924257561bec3741c1dd4ced;Signin;e187;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;6cafdd0f924257561bec3741c1dd4ced;Video;e187;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;6cafdd0f924257561bec3741c1dd4ced;Video;e187;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;6cafdd0f924257561bec3741c1dd4ced;Quiz;e187;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;cbc200e4cdc5b787a03deceb953bb82f;Signin;e187;Video
;1d7d5a6b311445069d3cfc4dd0821b98;51f8df4f7c041b2a61cad3ed8c579dae;Other;e184;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;51f8df4f7c041b2a61cad3ed8c579dae;Video;e184;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;51f8df4f7c041b2a61cad3ed8c579dae;Video;e184;Video
1d7d5a6b311445069d3cfc4dd0821b98;5b849ceb504146e9b2e8a9261f6e1537;51f8df4f7c041b2a61cad3ed8c579dae;Video;e184;Other
